,Name,Latitude,Longitude,location
276,Starbucks,51.52,-0.18,"{'type': 'Point', 'coordinates': [-0.18, 51.52]}"
277,Starbucks,51.52,-0.18,"{'type': 'Point', 'coordinates': [-0.18, 51.52]}"
278,Starbucks,51.52,-0.07,"{'type': 'Point', 'coordinates': [-0.07, 51.52]}"
279,Starbucks,51.49,-0.18,"{'type': 'Point', 'coordinates': [-0.18, 51.49]}"
280,Starbucks,51.49,-0.18,"{'type': 'Point', 'coordinates': [-0.18, 51.49]}"
281,Starbucks,51.51,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.51]}"
282,Starbucks,51.51,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.51]}"
283,Starbucks,51.5,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.5]}"
284,Starbucks,51.5,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.5]}"
285,Starbucks,51.52,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.52]}"
286,Starbucks,51.49,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.49]}"
287,Starbucks,51.49,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.49]}"
288,Starbucks,51.55,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.55]}"
289,Starbucks,51.53,-0.19,"{'type': 'Point', 'coordinates': [-0.19, 51.53]}"
